index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*uber	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Razor Beak	100	1		1		20	19	dr4	Falcon Mask			8	20000	lred	lred						str			20	mana-kill		2	4	manasteal		3	6	res-all		5	15	att%/lvl	4			dex		10	20	deadly		30	40	swing1		10	20																	0
Starwolf's Facade	100	1		1		22	24	dr5	Spirit Mask			8	20000	dyel	dyel						lifesteal		3	6	howl			64	dex/lvl	4			enr/lvl	4			skill	Rabies	2	4	skill	Wearwolf	3	5	skill	Shape Shifting	3	5																					0
Con Dar Warpaint	100	1		1		35	30	dr6	Alpha Helm			9	25000	oran	oran						ac%		50	100	res-all		10	25	red-dmg		3	9	red-mag		3	6	dru		1	1	skilltab	15	1	1	gethit-skill	Lightning	20	12																					0
Ravenlord	100	1		1		40	34	dr7	Griffon Headress			10	30000	blac	blac						skill	Raven	10	15	swing1			20	vit		5	15	enr		5	15	move1		10	20	res-all		9	18																									0
Horns of Allesthir	100	1		1		46	33	dr8	Hunter's Guise			10	30000	oran	oran						res-all		22	44	ease		10	20	str		20	30	str/lvl	6			knock		1	1	crush/lvl	4																											0
Phoenix Tail	100	1		1		50	36	dr9	Sacred Feathers			11	35000	lgld	lgld						res-fire		40	80	hp/lvl	16			res-fire-max		10	20	regen		10	20	skill	Firestorm	4	8	skill	Eruption	3	6	skill	Armageddon	2	4	gethit-skill	Firestorm	25	8																	0
Jalal's Mane	100	1		1		50	42	dra	Dream Spirit			11	35000	oran	oran						dru		1	2	skilltab	16		2	ac%		100	200	balance2		20	30	att%		10	30	str		10	25	enr		10	25	mana-kill		4	8	res-all		20	30													0
Necromancer's Essense	100	1		1		55	45	drb	Blood Spirt			11	35000	blac	blac						ac%		50	150	red-dmg		8	16	charged	70	4	10	charged	80	5	5	gethit-skill	Bone Armor	20	9	hit-skill	Amplify Damage	33	5	allskills		1	1	att-skill	Bone Spirit	33	5																	0
Mojabi's Face	100	1		1		69	55	drc	Sun Spirit			12	40000	dgrn	dgrn						ac%		100	200	dmg-fire		60	70	openwounds		50	100	res-fire		60	100	res-fire-max		10	20	skill	Fire Claws	3	6	dmg-fire/lvl	28			hit-skill	Fire Bolt	25	14																	0
Tetonic Horns	100	1		1		76	61	drd	Earth Spirit			13	45000	dyel	dyel						balance2		10	30	res-ltng		40	80	dru		1	1	skill	Wearbear	4	8	skill	Shock Wave	4	8	dmg-ltng/lvl	32			ltng-min		1	15	ltng-max		20	200																	0
Aire Libre	100	1		1		83	66	dre	Sky Spirit			13	45000	cgrn	cgrn						ease		-60	-100	move3		25	50	nofreeze		1	1	res-pois-len		50	100	ac-miss		150	250	ac-hth			200	res-fire		25	75	res-ltng		25	75	ac%			150													0
Beast of the Night	100	1		1		84	70	drf	Dream Spirit			13	45000	blac	blac						skilltab	16	2	4	skilltab	15	1	4	res-all		10	20	hp/lvl	10			vit/time	2	5	50	light		-4	-4	dru		1	1	str/time	2	5	50																	0
ES Pally Shields																																																																					0
Dogma	100	1		1		4	7	pa1	Targe			6	10000	lblu	lblu						skill	Prayer	2	4	skill	Holy Bolt	4	8	res-all-max		5	15	thorns		10	30	sock	2	2	2																													0
Archer's Bane	100	1		1		8	10	pa2	Rondache			6	10000	oran	oran						ac-miss		250	250	res-all		10	20	sock	1	1	1	charged	60	1	15	light-thorns		10	30																													0
Diablo's Crest	100	1		1		16	16	pa3	Heraldic Shield			7	15000	dred	dred						ac%		50	150	block		10	10	res-fire-max		10	20	res-ltng-max		10	20	res-fire		15	45	res-ltng		15	45	skill	Holy Fire	4	8	skill	Holy Shock	4	8	att-skill	Firestorm	25	6													0
The Bishop	100	1		1		20	19	pa4	Aerin Shield			8	20000	lblu	lblu						ac%		50	150	pal		1	1	skill	Charge	3	6	res-all		10	20	dmg-norm		5	10	move1		5	15	skill	Prayer	2	4																					0
King's Blessing	100	1		1		24	22	pa5	Crown Shield			8	20000	lgld	lgld						ac		100	100	skill	Holy Shield	4	4	light-thorns		30	30																																					0
Gorgon Slayer	100	1		1		35	30	pa6	Akaran Targe			9	25000	dgry	dgry						ac		25	75	block		10	10	freeze		2	3	nofreeze		1	1	skilltab	10	1	3	skilltab	9	1	2	res-pois		30	60	res-cold		35	70																	0
Hadriel's Barricade	100	1		1		40	34	pa7	Akaran Rondache			10	30000	bwht	bwht						charged	117	5	18	gethit-skill	Static Field	35	10	light-thorns		30	30	ac%		40	160	ac/lvl	2			skill	Holy Shock	2	6																									0
Wall of the Crusader	100	1		1		46	38	pa8	Protector Shield			10	30000	blac	blac						ac		50	150	block		20	20	block3		20	40	sock	2	2	2	skill	Defiance		6																													0
	100	1		1		24	22	zo5	Ceremonial Wrap			8	20000																																																								0
Imperial War Guard	100	1		1		51	42	paa	Royal Shield			11	35000	lgld	lgld						block		20	20	res-all		10	20	light-thorns		30	30	str		10	25	dex		10	25	mana-kill		4	8	gethit-skill	Static Field	35	10	pal		1	2	skill	Smite	3	6	skill	Holy Shock	2	4									0
Faith	100	1		1		63	51	pab	Sacred Targe			12	40000	lgry	lgry						ac%		50	150	skill	Holy Shield	3	9	block		20	20	sock	1	1	1	pal		1	2																													0
Godspeed	100	1		1		70	56	pac	Sacred Rondache			13	45000	whit	whit						move3		20	40	balance3		25	50	block3		25	50	swing3		20	40	cast3		20	40	ac		50	100	skill	Zeal	2	5	skill	Fanaticism	2	5																	0
Heaven's Gate	100	1		1		74	59	pad	Ancient Shield			13	45000	bwht	bwht						light-thorns		30	30	pal		1	2	abs-ltng%			20	abs-fire%			10	abs-mag%			15	enr		15	30	gethit-skill	Chain Lightning	40	10	block		5	15																	0
Leader of the Light	100	1		1		82	65	pae	Zakarum Shield			13	45000	whit	whit						light		10	10	res-all		30	45	pal		2	2	skilltab	9	1	1	skill	Holy Shock	2	4	dex			20	str			20	skill	Might	2	4																	0
Black Hole	100	1		1		84	70	paf	Vortex Shield			13	45000	blac	blac						light		-10	-10	red-dmg%		25	50	red-mag		15	30	block		10	20	block1		10	20	abs-fire%		1	20	sock	1	1	1	abs-cold%		1	20	abs-ltng%		1	20													0
Griswold Drop																																																																					0
	0			1	1	1	1	amug													death-skill	GrisDrop	100	1																																													0
ES Assassin Boots																																																																					0
	100			1		4	7	as1	Stealth Boots			6	10000																																																								0
	100			1		50	42	so9	Magus Gauntlets			11	35000																																																								0
	100			1		16	16	as3	Hunter's Boots			7	15000																																																								0
	100			1		20	19	as4	Cut Throat Greaves			8	20000																																																								0
	100			1		24	22	as5	Grim Greaves			8	20000																																																								0
	100			1		16	16	so3	Gypsy Gloves			7	15000																																																								0
	100			1		40	34	as7	Nightfall Treads			10	30000																																																								0
	100			1		46	38	as8	Enforcer's Boots			10	30000																																																								0
	100			1		50	42	as9	Butcher Greaves			11	35000																																																								0
	100			1		51	42	asa	Grave Greaves			11	35000																																																								0
	100			1		63	51	asb	Night Boots			12	40000																																																								0
	100			1		70	56	asc	Midnight Treads			13	45000																																																								0
	100			1		74	59	asd	Slayer's Boots			13	45000																																																								0
	100			1		82	65	ase	Executioner Greaves			13	45000																																																								0
	100			1		84	70	asf	Death Greaves			13	45000																																																								0
ES Sorceress Gloves																																																																					0
	100			1		4	7	so1	Scholar's Hand			6	10000																																																								0
ES Bone Golem/Khalim Flails																																																																					0
								0wl	Savage Hammer																																																												0
								9wl	Beast Hammer																																																												0
	100			1		24	22	so5	Mystic Gauntlets			8	20000																																																								0
	100			1		35	30	so6	Alcehmist's Hand			9	25000																																																								0
								0rg	Seraphic Blade																																																												0
	100			1		46	38	so8	Seer Gloves			10	30000																																																								0
								rgt	Righteous Blade																																																												0
	100			1		51	42	soa	Sorcerous Gauntlets			11	35000																																																								0
	100			1		63	51	sob	Sage's Hand			12	40000																																																								0
	100			1		70	56	soc	Wizard's Gloves			13	45000																																																								0
	100			1		74	59	sod	Tarot Gloves			13	45000																																																								0
	100			1		82	65	soe	Archmagus Gauntlets			13	45000																																																								0
	100			1		84	70	sof	Arcane Gauntlets			13	45000																																																								0
								9as	Skiver																																																												0
	100			1		4	7	zo1	Lithe Belt			6	10000																																																								0
	100			1		8	10	zo2	Maiden Strap			6	10000																																																								0
	100			1		16	16	zo3	Sisterhood's Cord			7	15000																																																								0
	100			1		20	19	zo4	Reflexive Loop			8	20000																																																								0
Yagul's Wrath	100	1		1		60	60	drn	Ring			12	40000	dblu	dblu		invdrn				dru		2	2	skill	Tornado	3	3	mana%		10	15	enr		5	10	res-all		10	25	mag%		25	50	death-skill	Bone Wall	100	50	aura	Vigor	15	25	move3		10	20	addxp		15	15	death-skill	Scroll of Town Portal	100	1					0
	100			1		35	30	zo6	Pliant Belt			9	25000																																																								0
The Mad Celt's Shining Sparkly	0	1		1		60	60	brg	Ring			12	40000	dgrn	dgrn		invbrg				bar		2	2	skilltab	Find Item	3	3	dmg		600	1000	str		5	10	res-all		10	25	mag%		25	50	death-skill	Poison Nova	100	43	oskill	Shadow Master	15	25	move3		10	20	addxp		15	15	death-skill	Scroll of Town Portal	100	1					0
	100			1		46	38	zo8	Matron's Cord			10	30000																																																								0
Something Wicked	100	1		1		1	80	cm2	large charm		1	6	10000	dblu	dblu		invch8				allskills		2	2	all-stats		20	30	res-all		20	30	hp/lvl	1			mana/lvl	15			death-skill	Bone Wall	100	43	gold%		60	80	mag%		25	50																	0
	100			1		51	42	zoa	Ceremonial Strap			11	35000																																																								0
ES Charms (cont'd)																																																																					0
	100			1		70	56	zoc	Maiden Girdle			13	45000																																																								0
	100			1		74	59	zod	Matriarch's Cord			13	45000																																																								0
								qf4	SuperKhalimFlail																																																												0
								qf3	KhalimFlail																																																												0
								nsc	Bone Scythe																																																												0
Vlad Tepe's Sustenance	100	1		1		1	80	cm1	small charm		1	6	10000	blac	blac		invch7				allskills		2	3	lifesteal		20	30	manasteal		20	30	regen		10	15	regen-mana		10	15	mag%		20	40																									0
								nbl	Bone Blade																																																												0
								gbl	Golem Blade																																																												0
Yagul's Bloody Rage	100	1		1		60	60	dam	Amulet			12	40000	cred	cred						dru		2	2	dmg-norm		150	200	skilltab	Tornado	3	3	all-stats		10	20	res-all		10	15	thorns		150	200	mag%		25	50	addxp		15	25	regen		15	20	regen-mana		45	65									0
Killashandra Ree's Black Crystal	0	1		1		60	60	srn	Ring			12	40000	blac	blac		invsrn				sor		2	2	skilltab	Static Field	3	3	ac/lvl	10			vit		5	10	res-all		10	25	mag%		25	50	death-skill	Nova	100	67	oskill	Valkyrie	15	25	cast3		10	20	addxp		15	15	death-skill	Scroll of Town Portal	100	1					0
								nag	Naginata																																																												0
								0ng	Dragon Blade																																																												0
The Tipsy Doughnut	0	1		1		60	60	prn	Ring			12	40000	cred	cred		invprn				pal		2	2	skilltab	Might	3	3	swing2		20	20	str		5	10	res-all		10	25	mag%		25	50	death-skill	Meteor	100	56	oskill	Wearbear	15	25	move3		10	20	addxp		15	15	death-skill	Scroll of Town Portal	100	1					0
Dfuzzz's Fingerguard	0	1		1		60	60	zrn	Ring			12	40000	oran	oran		invzrn				ama		2	2	skilltab	Multiple Shot	3	3	dmg		600	1000	dex		5	10	res-all		10	25	mag%		25	50	death-skill	Blizzard	100	48	oskill	Quickness	15	25	move3		10	20	addxp		15	15	death-skill	Scroll of Town Portal	100	1					0
								0my	Arcane Blade																																																												0
Killjoy's Attitude	100	1		1		60	60	arn	Ring			12	40000	blac	blac		invarn				ass		2	2	skill	Blade Sentinel	3	3	hp%		10	15	dex		5	10	res-all		10	25	mag%		25	50	death-skill	Chain Lightning	100	67	aura	Might	15	25	move3		10	20	addxp		15	15	death-skill	Scroll of Town Portal	100	1					0
								0nw	Hell Wand																																																												0
								9nw	Death Wand																																																												0
								nwn	Gloom Wand																																																												0
								0as	Skewer																																																												0
								9rg	Virtuous Blade																																																												0
								mys	Mystic Dagger																																																												0
								asp	Perforator																																																												0
Wraithflight	100	1		1		84	76	7gl	ghost glaive			3	5000	dblu	dblu						dmg%		150	190	rep-quant	40			lifesteal		9	13	mana-kill		15	15	ethereal		1	1																													0
Shadowdancer	100	1		1		79	71	uhb	myrmidon greaves			5	5000	blac	blac						ac%		70	100	move2		30	30	balance2		30	30	dex		15	25	skilltab	19	1	2	ease		-20	-20																									0
Tyrael's Might	100	1		1		87	84	uar	sacred armor	1		5	5000	dblu	dblu		invaaru				ease		-100	-100	indestruct		1	1	ac%		120	150	rip		1	1	dmg-demon		50	100	nofreeze		1	1	move2		20	20	res-all		20	30	str		20	30													0
Demonhorn's Edge	100	1		1		69	61	bad	destroyer helm			5	5000	dgry	dgry						ac%		120	160	swing2		10	10	lifesteal		3	6	thorns		55	77	skilltab	12	1	3	skilltab	13	1	3	skilltab	14	1	3																					0
Deathcleaver	100	1		1		78	70	7wa	berserker axe			5	5000	dred							dmg%		230	280	deadly		66	66	reduce-ac		33	33	swing2		40	40	heal-kill		6	9																													0
Thunderstroke	100	1		1		77	69	amf	matriarchal javelin			5	5000	dblu	dblu						dmg%		150	200	dmg-ltng		1	511	hit-skill	Lightning	20	14	swing2		15	15	pierce-ltng		15	15	skill	Lightning Bolt	3	3	skilltab	2	2	4																					0
Stoneraven	100	1		1		72	64	amd	matriarchal spear			5	5000	dgry							dmg%		230	280	dmg-mag		101	187	res-all		30	50	ac		400	600	skilltab	2	1	3																													0
Mang Song's Lesson	100	1		1		86	82	6ws	archon staff			5	5000	dgld	dgld		inv8wsu				allskills		5	5	pierce-fire		7	15	pierce-ltng		7	15	pierce-cold		7	15	regen-mana		10	10	cast2		30	30																									0
Seraph's Hymn	100	1		3		73	65	amu	amulet			5	5000	bwht	bwht		invamu2				allskills		2	2	skilltab	11	1	2	dmg-demon		25	50	dmg-undead		25	50	att-demon		150	250	att-undead		150	250	light		2	2																					0
Azurewrath	100	1		1		87	85	7cr	phase blade	1		5	5000	lgry			invcrs				dmg-mag		250	500	dmg%		230	270	aura	Sanctuary	10	13	dmg-cold	250	250	500	swing2		30	30	all-stats		5	10	light		3	3	allskills		1	1																	0
Nature's Peace	100	1		3		77	69	rin	ring			5	5000	dgrn	dgrn						noheal		1	1	rip		1	1	red-dmg		7	11	res-pois		20	30	charged	Oak Sage	27	5																													0
Andariel's Visage	100	1		1		85	83	usk	demonhead	1		3	5000	dred	dred						ac%		100	150	res-pois		70	70	allskills		2	2	res-pois-max		10	10	swing2		20	20	str		25	30	gethit-skill	92	15	15	charged	278	20	3	lifesteal		8	10	res-fire		-30	-30									0
Tomb Reaver	100	1		1		86	84	7pa	cryptic axe	1		5	5000	lyel	lyel						swing2		60	60	light		4	4	dmg%		200	280	dmg-undead		150	230	mag%		50	80	res-all		30	50	att-undead		250	350	reanimate	1	10	10	heal-kill		10	14	sock		1	3									0
Cerebus	100	1		1		71	63	drb	blood spirit			5	5000	bwht	bwht						ac%		130	140	skilltab	16	2	4	lifesteal		7	10	att%		60	120	openwounds		33	33	skill	feral rage	1	2																									0
Metalgrid	100	1		2		85	81	amu	amulet			5	5000								ac		300	350	res-all		25	35	att		400	450	charged	IronGolem	11	22	charged	Iron Maiden	20	12																													0
Runemaster	100	1		1		80	72	72a	ettin axe			5	5000	lblu	lblu						dmg%		220	270	sock		3	5	res-cold-max		5	5	nofreeze		1	1																																	0
Fathom	100	1		1		81	73	obf	dimensional shard			3	5000	lblu							sor		3	3	extra-cold		15	30	cast2		20	20	res-fire		25	40	res-ltng		25	40																													0
Executioner's Justice	100	1		1		83	75	7gi	glorious axe			5	5000	blac	blac						dmg%		240	290	crush		25	25	reduce-ac		33	33	kill-skill	Decrepify	50	6	swing2		30	30																													0
Warshrike	100	1		1		83	75	7bk	winged knife			5	5000	bwht	bwht		invtk3				dmg%		200	250	pierce		50	50	swing2		30	30	deadly		50	50	rep-quant	30			hit-skill	Nova	25	9																									0
Leviathan	100	1		1		73	65	uld	kraken shell			5	5000	cgrn	cgrn						ac%		170	200	ac		100	150	red-dmg%		15	25	str		40	50	indestruct		1	1																													0
Djinnslayer	100	1		1		73	65	7sm	ataghan			5	5000	dpur	dpur		invscmu				dmg%		190	240	dmg-fire		250	500	dmg-demon		100	150	att-demon		200	300	abs-ltng		3	7	manasteal		3	6	sock		1	2																					0
Kira's Guardian	100	1		1		85	77	ci2	tiara			3	5000	blac	blac						ac		50	120	res-all		50	70	nofreeze		1	1	balance2		20	20																																	0
Heaven's Light	100	1		1		69	61	7sc	mighty scepter			5	5000	cblu	cblu						dmg%		250	300	swing2		20	20	reduce-ac		33	33	light		3	3	demon-heal		15	20	crush		33	33	sock		1	3	pal		2	3																	0
Gheed's Fortune	100	1		1		70	62	cm3	charm		1	3	5000	lyel	lyel						mag%		20	40	gold%		80	160	cheap		10	15																																					0
The Reaper's Toll	100	1		1		83	75	7s8	thresher			5	5000				invscy				dmg%		190	240	hit-skill	Decrepify	33	1	ignore-ac		1	1	lifesteal		11	15	ease		-25	-25	deadly		33	33	dmg-cold		4	44																					0
Griffon's Eye	100	1		1		84	76	ci3	diadem			5	5000								ac		100	200	cast2		25	25	allskills		1	1	extra-ltng		10	15	pierce-ltng		15	20																													0
Shadowkiller	100	1		1		85	78	7cs	battle cestus			5	5000				invaxfu				dmg%		170	220	reduce-ac		25	25	freeze		2	2	mana-kill		10	15	hit-skill	Frost Nova	33	8	ethereal		1	1	indestruct		1	1																					0
