Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	divide	multiply	add
of Razors	100	1	1	34	47	30				10	6	thorns		41	60									1	oran	tors	shld	circ								0	0	0
of Swords	100	1	1	47		45				10	6	thorns		61	100									1	oran	tors	shld	circ								0	0	0
of Readiness	100	1	1	5	25	3				10	7	swing1		10	10									1	lred	weap	glov						staf	wand	mana	0	0	0
of Alacrity	100	1	1	25		17				10	7	swing2		20	20									1	dred	weap	glov						staf	wand	mana	0	0	0
of Swiftness	100	1	1	34		26				10	7	swing2		30	30									1	cred	mele							staf	wand	mana	0	0	0
of Quickness	100	1	1	46		38				10	7	swing3		40	40									1	dyel	mele							staf	wand	mana	0	0	0
of Blocking	100	1	1	1		1				10	8	block		10	10									1	dgry	shld										0	0	0
of Deflecting	100	1	1	11		8				10	8	block		20	20									1	blac	shld										0	0	0
of Shielding	100	1	1	20		17				9	8	block		5	5	balance3	0	10	10					1	dpur	shld										0	0	0
of Shielding	100	1	1	40		34				9	8	block		10	10	balance3	0	20	20					1	dpur	shld										0	0	0
of Shielding	100	1	1	60		51				9	8	block		15	15	balance3	0	30	30					1	dpur	shld										0	0	0
of the Apprentice	100	1	1	5		3				10	9	cast1		8	8									1	lblu	circ	staf	mana	wand	ring	amul					0	0	0
of the Apprentice	100	1	1	10		9				10	9	cast1		10	10									1	dblu	circ	staf	mana	wand							0	0	0
of the Magus	100	1	1	20		15				10	9	cast3		15	15									1	dblu	circ	staf	mana	wand							0	0	0
of the Magus	100	1	1	30		21				10	9	cast3		20	20									1	cblu	circ	scep									0	0	0
of Frost	100	1	1	4	13	3				9	10	cold-min		1	1	cold-max		3	6	cold-len		50	50	1	lblu	weap	belt	amul								0	0	0
of the Icicle	100	1	1	13	27	9				9	10	cold-min		4	8	cold-max		9	18	cold-len		75	75	1	lblu	weap										0	0	0
of the Glacier	100	1	1	27	39	20				9	10	cold-min		10	20	cold-max		20	60	cold-len		100	100	1	dblu	mele										0	0	0
of Winter	100	1	1	39	55	30				9	10	cold-min		18	36	cold-max		75	125	cold-len		150	150	1	dblu	mele										0	0	0
of the Iceburg	100	1		55		40				9	10	cold-min		40	50	cold-max		150	200	cold-len		200	200	1	cblu	mele										0	0	0
of Flame	100	1	1	4	15	3				9	11	fire-min		1	1	fire-max		2	5					1	lred	weap	glov	ring	amul							0	0	0
of Fire	100	1	1	15	25	10				9	11	fire-min		4	8	fire-max		10	20					1	lred	weap	glov	ring	amul							0	0	0
of Burning	100	1	1	25	32	21				9	11	fire-min		12	24	fire-max		25	75					1	dred	weap										0	0	0
of Incineration	100	1	1	32	40	33				9	11	fire-min		20	40	fire-max		80	150					1	dred	mele										0	0	0
of Wildfire	100	1		40		45				9	11	fire-min		60	80	fire-max		175	250					1	cred	mele										0	0	0
of Shock	100	1	1	4	15	3				9	12	ltng-min		1	1	ltng-max		6	12					1	dyel	weap	boot	ring	amul							0	0	0
of Lightning	100	1	1	15	25	11				9	12	ltng-min		1	1	ltng-max		16	32					1	dyel	weap	boot	ring	amul							0	0	0
of Thunder	100	1	1	25	34	22				9	12	ltng-min		1	1	ltng-max		36	72					1	lyel	weap										0	0	0
of Storms	100	1	1	34	50	34				9	12	ltng-min		1	1	ltng-max		75	150					1	lyel	mele										0	0	0
of Arcing	100	1		50		46				9	12	ltng-min		1	1	ltng-max		175	300					1	lyel	mele										0	0	0
of Blight	100	1	1	5	15	3				9	13	pois-min		16	16	pois-max		24	24	pois-len		100	100	1	lgrn	weap	circ	ring	amul							0	0	0
of Venom	100	1	1	15	25	9				9	13	pois-min		24	24	pois-max		48	48	pois-len		150	150	1	lgrn	weap	circ									0	0	0
of Pestilence	100	1	1	25	33	20				9	13	pois-min		48	48	pois-max		72	72	pois-len		200	200	1	dgrn	weap	circ									0	0	0
of Anthrax	100	1	1	33	45	30				9	13	pois-min		72	72	pois-max		128	128	pois-len		250	250	1	dgrn	mele										0	0	0
of Toxin	100	1		45		40				9	13	pois-min		128	128	pois-max		256	256	pois-len		300	300	1	cgrn	mele										0	0	0
of Worth	100	1	1	1	12	1				12	14	dmg-min		1	2									1	lgry	weap	amul	ring	circ	tors			staf	wand	mana	0	0	0
of Measure	100	1	1	12	24	9				12	14	dmg-min		3	4									1	dgry	weap	amul	ring	circ				staf	wand	mana	0	0	0
of Excellence	100	1	1	24	48	18				12	14	dmg-min		5	8									1	dgry	weap	amul	ring	circ				staf	wand	mana	0	0	0
of Performance	100	1	1	48		40				12	14	dmg-min		9	14									1	blac	weap	amul	ring	circ				staf	wand	mana	0	0	0
of Transcendence	100	1	1	76		68				12	14	dmg-min		15	20									1	blac	weap	amul						staf	wand	mana	0	0	0
of Craftsmanship	100	1	1	1	4	1				12	15	dmg-max		1	2									1	dgry	weap	circ	ring	amul	shld	helm		staf	wand	mana	0	0	0
of Quality	100	1	1	4	7	3				12	15	dmg-max		3	4									1	lgry	weap	circ	ring	amul	shld	helm		staf	wand	mana	0	0	0
of Maiming	100	1	1	7	11	5				12	15	dmg-max		5	8									1	dred	weap	circ						staf	wand	mana	0	0	0
of Slaying	100	1	1	11	14	8				12	15	dmg-max		9	16									1	dred	weap	circ						staf	wand	mana	0	0	0
of Gore	100	1	1	14	19	10				12	15	dmg-max		17	25									1	cred	weap	circ						staf	wand	mana	0	0	0
of Carnage	100	1	1	19	25	14				12	15	dmg-max		26	35									1	cred	weap							staf	wand	mana	0	0	0
of Slaughter	100	1	1	25	35	18				12	15	dmg-max		36	45									1	blac	weap							staf	wand	mana	0	0	0
of Butchery	100	1	1	35	45	27				12	15	dmg-max		46	60									1	blac	weap							staf	wand	mana	0	0	0
of Evisceration	100	1	1	45		37				12	15	dmg-max		61	80									1	blac	weap							staf	wand	mana	0	0	0
of Remedy	100	1	1	7		5				9	16	res-pois-len		25	25									1	lgrn	amul	circ	armo	ring							0	0	0
of Amelioration	100	1	1	18		13				9	16	res-pois-len		50	50									1	cgrn	amul	circ	tors	shld	helm						0	0	0
of Defiance	100	1	1	25		18				9	16	res-pois-len		75	75									1	dred	amul	circ	tors	shld	helm						0	0	0
of Warmth	100	1	1	10		7				10	17	half-freeze		1	1									1	lblu	armo	ring	amul	circ							0	0	0
of Balance	100	1	1	5		3				10	18	balance1		10	10									1	dyel	armo										0	0	0
of Equilibrium	100	1	1	9		6				10	18	balance2		17	17									1	dyel	tors	belt	shld								0	0	0
of Stability	100	1	1	18		13				10	18	balance3		24	24									1	lyel	tors	belt									0	0	0
of Pacing	100	1	1	2		1				10	19	move1		10	10									1	lblu	boot	circ									0	0	0
of Haste	100	1	1	22		16				10	19	move2		20	20									1	dblu	boot	circ									0	0	0
of Speed	100	1	1	37		29				10	19	move3		30	30									1	dblu	boot	circ									0	0	0
of Acceleration	100	1		51		43				10	19	move3		40	40									1	cblu	boot										0	0	0
of Traveling	100	1		65		57				10	19	move3		30	30	stamdrain		80	90					1	cblu	boot										0	0	0
of Regeneration	100	1	1	25		7				10	20	regen		3	5									1	cred	armo	rod	amul	circ	ring	belt	mana				0	0	0
of Regrowth	100	1	1	36		12				10	20	regen		6	10									1	cred	armo	rod	amul	circ	ring	mana					0	0	0
of Revivification	100	1	1	65		30				10	20	regen		11	15									1	cred	armo	scep	amul	circ							0	0	0
of Vileness	100	1	1	9		6				9	21	noheal		1	1									1	blac	mele	scep									0	0	0
of Greed	100	1	1	2		1				10	22	gold%		25	40									1	dgld	amul	circ	ring								0	0	0
of Wealth	100	1	1	17		12				10	22	gold%		41	80									1	lgld	amul	circ	boot	glov	belt						0	0	0
of Riches	100	1	1	40		25				10	22	gold%		81	125	mag%		16	25					1	lyel	amul	glov	belt	boot							0	0	0
of Chance	100	1	1	12		9				10	23	mag%		5	15									1	dgld	amul	circ	boot	glov	ring						0	0	0
of Fortune	100	1	1	16		12				10	23	mag%		16	25									1	lgld	amul	circ	boot	glov							0	0	0
of Luck	100	1	1	26		19				10	23	mag%		26	35									1	lgld	amul	circ	boot								0	0	0
of Riches	100	1	1	60		48				10	23	mag%		36	50	gold%		25	40					1	lyel	amul	glov	belt	boot							0	0	0
of Ease	100	1	1	15		11				9	24	ease		-20	-20									1	lpur	tors	shld	helm	weap	scep	miss					0	0	0
of Simplicity	100	1	1	25		18				9	24	ease		-30	-30									1	lpur	tors	shld	helm	weap	scep						0	0	0
of Alleviation	100	1	1	35		25				9	24	ease		-40	-40									1	lpur	tors	shld	helm	weap							0	0	0
of the Bear	100	1	1	8		6				9	25	knock		1	1									1	blac	mele							staf	wand	mana	0	0	0
of Light	100	1	1	6	15	4				7	26	light		1	1	att/lvl	2							1	whit	ring	amul	armo								0	0	0
of Radiance	100	1	1	15	17	11				7	26	light		3	3	att/lvl	6							1	lyel	ring	amul	helm	glov							0	0	0
of the Sun	100	1	1	17	25	12				7	26	light		5	5	att/lvl	10							1	oran	ring	amul	helm								0	0	0
of the Jackal	100	1	1	1	7	1				10	27	hp		1	5									1	oran	armo	amul	ring	blun	staf	wand	mana				0	0	0
of the Fox	100	1	1	7	15	5				10	27	hp		6	10									1	oran	armo	amul	ring	blun	staf	wand	mana				0	0	0
of the Wolf	100	1	1	15	20	11				10	27	hp		11	20									1	dred	armo	amul	ring	blun	staf	wand	mana				0	0	0
of the Tiger	100	1	1	20	25	15				10	27	hp		21	30									1	dred	armo	amul	ring	blun							0	0	0
of the Mammoth	100	1	1	25	30	18				10	27	hp		31	40									1	cred	armo	amul	ring	blun							0	0	0
of the Colossus	100	1	1	30	40	22				10	27	hp		41	60									1	cred	armo	amul						glov	boot		0	0	0
of the Squid	100	1	1	40		30				10	27	hp		61	80									1	cred	armo	amul						glov	boot	shld	0	0	0
of the Whale	100	1	1	50		37				10	27	hp		81	100									1	cred	armo	amul						shld			0	0	0
of the Leech	100	1	1	6		4				11	28	lifesteal		4	6									1	cred	weap	amul	ring	circ	glov						0	0	0
of the Locust	100	1	1	20		15				11	28	lifesteal		7	9									1	cred	weap	amul	ring	circ							0	0	0
of the Lamprey	100	1	1	55		43				11	28	lifesteal		10	12									1	cred	mele										0	0	0
of the Bat	100	1	1	7		4				11	29	manasteal		4	6									1	cblu	weap	amul	ring	circ	glov						0	0	0
of the Wraith	100	1	1	21		16				11	29	manasteal		7	9									1	cblu	weap	amul	ring	circ							0	0	0
of the Vampire	100	1	1	56		48				11	29	manasteal		10	12									1	cblu	mele										0	0	0
of Strength	100	1	1	1	10	1				10	30	str		1	2									1	dred	amul	armo	blun	ring	mele						0	0	0
of Might	100	1	1	10	26	8				10	30	str		3	5									1	dred	amul	armo	blun	ring	mele						0	0	0
of the Ox	100	1	1	26	42	19				10	30	str		6	9									1	dred	amul	armo	blun	ring	mele						0	0	0
of the Giant	100	1	1	42	58	34				10	30	str		10	15									1	dred	amul	armo	blun	ring	mele			shld	boot	glov	0	0	0
of the Titan	100	1	1	58		50				10	30	str		16	20									1	cred	amul	armo	blun	ring				shld	tors	boot	0	0	0
of Atlus	100	1	1	71		63				10	30	str		21	30									1	cred	amul	armo	blun					shld	tors	glov	0	0	0
of Dexterity	100	1	1	2	11	1				10	31	dex		1	2									1	dgrn	amul	armo	miss	ring	staf	wand	mana	shld	belt	tors	0	0	0
of Skill	100	1	1	11	27	8				10	31	dex		3	5									1	dgrn	amul	armo	miss	ring	staf	wand	mana	shld	belt		0	0	0
of Accuracy	100	1	1	27	43	20				10	31	dex		6	9									1	dgrn	amul	armo	miss	ring	staf	wand	mana	shld	belt		0	0	0
of Precision	100	1	1	43	59	35				10	31	dex		10	15									1	dgrn	amul	armo	miss	ring	staf	wand	mana	shld	belt		0	0	0
of Perfection	100	1	1	59		51				10	31	dex		16	20									1	cgrn	amul	armo	miss	ring				shld	belt	boot	0	0	0
of Nirvana	100	1	1	72		64				10	31	dex		21	30									1	cgrn	amul	armo	miss					shld	belt	boot	0	0	0
of Energy	100	1	1	1	7	1				10	32	enr		1	3									1	dblu	amul	circ	staf	mana	wand	ring	helm				0	0	0
of the Mind	100	1	1	7	13	3				10	32	enr		4	6									1	dblu	amul	circ	staf	mana	wand	ring	helm				0	0	0
of Brilliance	100	1	1	13	21	9				10	32	enr		7	10									1	dblu	amul	circ	staf	mana	wand	ring	helm				0	0	0
of Sorcery	100	1	1	21	31	16				10	32	enr		11	15									1	dblu	amul	circ	staf	mana	wand	ring	helm				0	0	0
of Wizardry	100	1	1	31		23				10	32	enr		16	20									1	cblu	amul	circ	staf	mana	wand	ring					0	0	0
of Enlightenment	100	1	1	41		33				10	32	enr		21	30									1	cblu	amul	circ	staf	mana	wand						0	0	0
of Self-Repair	100	1	1	3		1				7	34	rep-dur	3											1	oran	mele	armo						thro	miss		0	0	0
of Fast Repair	100	1	1	20		12				7	34	rep-dur	5											1	oran	mele	armo						thro	miss		0	0	0
of Replenishing	100	1	1	5		3				7	35	rep-quant	5											1	oran	thro										0	0	0
of Propogation	100	1	1	24		18				7	35	rep-quant	10											1	oran	thro										0	0	0
of Ages	100	1	1	50		42				7	36	indestruct												1	blac	weap	armo						thro	miss		0	0	0
of the Kraken	100	1	1	20		1				7	37	hp/lvl	4											1	cred	circ	amul	pelt	phlm	tors						0	0	0
of Memory	100	1	1	20		1				7	38	mana/lvl	4											1	cred	circ	amul	pelt								0	0	0
of the Elephant	100	1	1	37		7				7	39	hp/lvl	2			mana/lvl	2							1	cred	circ	pelt									0	0	0
of Power	100	1	1	20		1				7	40	str/lvl	3											1	dgld	amul	belt									0	0	0
of Grace	100	1	1	20		1				7	41	dex/lvl	3											1	dgld	amul	helm									0	0	0
of Grace and Power	100	1	1	37		1				7	42	str/lvl	1			dex/lvl	1							1	dgld	amul										0	0	0
of the Yeti	100	1	1	20		1				7	43	res-cold/lvl	3											1	lblu	amul	tors	glov								0	0	0
of the Phoenix	100	1	1	20		1				7	44	res-fire/lvl	3											1	cred	amul	shld	helm								0	0	0
of the Efreeti	100	1	1	20		1				7	45	res-ltng/lvl	3											1	cblu	boot	ring	glov								0	0	0
of the Cobra	100	1	1	20		1				7	46	res-pois/lvl	3											1	dyel	amul	ring	belt								0	0	0
of the Elements	100	1	1	40		1				7	47	res-cold/lvl	1			res-fire/lvl	1			res-ltng/lvl	1			1	dgld	circ										0	0	0
of Replenishment	100	1	1	75		40				7	55	regen		25	25	regen-stam		25	25					1	cred	wand	staf	mana								0	0	0
of Replenishment	100	1	1	85		40				7	55	regen		25	25	regen-stam		25	25					1	cred	belt	ring	amul								0	0	0
of Targeting	100	1	1	35		28				9	56	deadly		15	15									1	cred	mele	scep	miss	ring	amul			staf	wand	mana	0	0	0
of Mauling	100	1	1	35		28				9	56	crush		10	10									1	blac	weap	scep	miss	ring	amul			staf	wand	mana	0	0	0
of Wounding	100	1	1	35		28				9	56	openwounds		25	25									1	cred	weap	scep	miss	ring	amul			staf	wand	mana	0	0	0
of the Psyche	100	1	1	40		25				8	57	regen-mana		10	15									1	cblu	rod	ring	amul								0	0	0
of Sorcery	100	1	1	60		35				8	57	regen-mana		20	30									1	cblu	rod	ring	amul								0	0	0
of Shielding	100	1	1	30		20				8	57	res-all		10	10	res-all-max		4	4					1	lpur	helm	tors	shld	wand	staf	belt	mana				0	0	0
of Shielding	100	1	1	50		35				8	57	res-all		15	15	res-all-max		6	6					1	lpur	helm	tors	shld	wand	staf	belt	mana				0	0	0
of Shielding	100	1	1	70		50				8	57	res-all		20	20	res-all-max		8	8					1	lpur	helm	tors	shld	wand	staf	belt	mana				0	0	0
of Shielding	100	1	1	90		65				8	57	res-all		25	25	res-all-max		10	10					1	lpur	helm	tors	shld	wand	staf	belt	mana				0	0	0
of Avoidance	100	1	1	9	15	6				9	58	ac-miss		30	35									1	whit	armo	staf	wand	mana	miss			belt	glov		0	0	0
of Ducking	100	1	1	9	15	6				9	58	ac-hth		30	35									1	dgry	armo	staf	wand	mana				belt	glov		0	0	0
of Evasion	100	1	1	26		16				9	58	ac-miss		75	100									1	lgry	armo	staf	wand	mana	miss			belt	glov		0	0	0
of Elusion	100	1	1	26		16				9	58	ac-hth		75	100									1	dgry	armo	staf	wand	mana				belt	glov		0	0	0
of Bloodlust	100	1		75		50				7	44	dmg%		400	400	howl		128	128	regen	0	-8	-8	1	bwht	mele	scep						staf	wand	mana	0	0	0
of Eternity	100	1	1	30		18				9	45	dur		100	100									1	blac	spea										0	0	0
of the Saint	100	1	1	15	18	12				8	46	dmg-demon		125	125	dmg-undead		125	125					1	whit	weap	scep	miss					staf	wand	mana	0	0	0
of the Heavens	100	1	1	25	30	20				8	46	dmg-demon		150	150	dmg-undead		150	150					1	bwht	weap	scep	miss					staf	wand	mana	0	0	0
of the Arctic	100	1	1	90		75				7	47	freeze		1	1	nofreeze		1	1					1	cblu	weap	scep									0	0	0
of the Tank	100	1	1	60		48				8	52	thorns		125	125	thorns/lvl	16	0	0	ac%		60	75	1	dgry	armo	shld									0	0	0
of Mastery	100	1	1	50		30				8	53	dmg-ac		-10	-10	swing2		10	10	dmg%		75	75	1	dgld	mele	scep	miss					staf	wand	mana	0	0	0
of Grand Mastery	100	1	1	60		45				8	53	dmg-ac		-15	-15	swing2		20	20	dmg%		100	100	1	dgld	mele	scep	miss					staf	wand	mana	0	0	0
of the Rainbow	100	1	1	30	40	30				9	54	cold-max		50	75	fire-max		50	75	ltng-max		50	75	1	oran	mele	scep	miss	glov	ring	amul		staf	wand	mana	0	0	0
of the Rainbow	100	1	1	40	50	35				9	54	cold-max		76	125	fire-max		76	125	ltng-max		76	125	1	oran	mele	scep	miss					staf	wand	mana	0	0	0
of the Rainbow	100	1	1	50	60	40				9	54	cold-max		126	175	fire-max		126	175	ltng-max		126	175	1	oran	mele	scep						staf	wand	mana	0	0	0
of the Rainbow	100	1		60	70	45				9	54	cold-max		176	250	fire-max		176	250	ltng-max		176	250	1	oran	mele	scep						staf	wand	mana	0	0	0
of the Rainbow	100	1		70		50				9	54	cold-max		251	350	fire-max		251	350	ltng-max		251	350	1	oran	mele	scep						staf	wand	mana	0	0	0
of the Wild	100	1	1	11		8				1	55	dmg-und/time	0	5	25									1	cgrn	weap	pelt						staf	wand	mana	0	0	0
of the Wild	100	1	1	22		16				1	55	dmg-und/time	0	10	50									1	cgrn	weap	pelt						staf	wand	mana	0	0	0
of the Wild	100	1	1	33		24				1	55	dmg-und/time	0	15	75									1	cgrn	weap	pelt						staf	wand	mana	0	0	0
of the Wild	100	1	1	44		32				1	55	dmg-und/time	0	20	100									1	cgrn	weap	pelt						staf	wand	mana	0	0	0
of the Wild	100	1	1	55		40				1	55	dmg-und/time	0	25	125									1	cgrn	weap	pelt						staf	wand	mana	0	0	0
of the Dead	100	1	1	11		8				1	55	dmg-und/time	2	5	25									1	dgry	weap	head						staf	wand	mana	0	0	0
of the Dead	100	1	1	22		16				1	55	dmg-und/time	2	10	50									1	dgry	weap	head						staf	wand	mana	0	0	0
of the Dead	100	1	1	33		24				1	55	dmg-und/time	2	15	75									1	dgry	weap	head						staf	wand	mana	0	0	0
of the Dead	100	1	1	44		32				1	55	dmg-und/time	2	20	100									1	dgry	weap	head						staf	wand	mana	0	0	0
of the Dead	100	1	1	55		40				1	55	dmg-und/time	2	25	125									1	dgry	weap	head						staf	wand	mana	0	0	0
of the Light	100	1	1	12		8				1	56	dmg-dem/time	0	5	25									1	whit	weap	ashd						staf	wand	mana	0	0	0
of the Light	100	1	1	24		16				1	56	dmg-dem/time	0	10	50									1	whit	weap	ashd						staf	wand	mana	0	0	0
of the Light	100	1	1	36		24				1	56	dmg-dem/time	0	15	75									1	whit	weap	ashd						staf	wand	mana	0	0	0
of the Light	100	1	1	48		32				1	56	dmg-dem/time	0	20	100									1	whit	weap	ashd						staf	wand	mana	0	0	0
of the Light	100	1	1	60		40				1	56	dmg-dem/time	0	25	125									1	whit	weap	ashd						staf	wand	mana	0	0	0
of the Dark	100	1	1	12		8				1	56	dmg-dem/time	2	5	25									1	blac	weap	shld						staf	wand	mana	0	0	0
of the Dark	100	1	1	24		16				1	56	dmg-dem/time	2	10	50									1	blac	weap	shld						staf	wand	mana	0	0	0
of the Dark	100	1	1	36		24				1	56	dmg-dem/time	2	15	75									1	blac	weap	shld						staf	wand	mana	0	0	0
of the Dark	100	1	1	48		32				1	56	dmg-dem/time	2	20	100									1	blac	weap	shld						staf	wand	mana	0	0	0
of the Dark	100	1	1	60		40				1	56	dmg-dem/time	2	25	125									1	blac	weap	shld						staf	wand	mana	0	0	0
of Loviathan	100	1	1	15		8				1	57	crush/time	0	2	10									1	cblu	belt	blun									0	0	0
of Loviathan	100	1	1	30		16				1	57	crush/time	0	4	20									1	cblu	belt	blun									0	0	0
of Loviathan	100	1	1	45		24				1	57	crush/time	0	6	30									1	cblu	belt	blun									0	0	0
of Loviathan	100	1	1	60		32				1	57	crush/time	0	8	40									1	cblu	belt	blun									0	0	0
of Loviathan	100	1	1	75		40				1	57	crush/time	0	10	50									1	cblu	belt	blun									0	0	0
of the Behemoth	100	1	1	15		8				1	57	crush/time	2	2	10									1	dred	belt	blun									0	0	0
of the Behemoth	100	1	1	30		16				1	57	crush/time	2	4	20									1	dred	belt	blun									0	0	0
